Bird name,Species,#1,#2,#3,#4,#5
BCC_M01,BCC,2313.2650000000003,2965.9170000000004,5919.535499999999,4797.0475,6839.0705
BCC_M03,BCC,3526.6400000000003,2815.005789473684,3044.9689473684207,2610.6289473684214,3337.5515789473684
BCC_M08,BCC,4160.155000000001,3775.9555,3097.57075,2767.5055,3049.73175
BCC_M09,BCC,2558.0312499999995,3070.2066666666665,3005.52,4181.84125,4276.8324999999995
BCC_M11,BCC,2896.368709677419,3148.5312903225804,4842.449677419356,4608.1,3862.9474193548385
BCC_M19,BCC,1962.8745833333335,2832.063333333333,5876.669583333333,4663.84,6502.930416666666
BCC_M21,BCC,2427.4626905829596,2380.237802690583,2315.9534977578473,1888.775515695067,2259.400538116592
BCC_M22,BCC,2282.508571428571,3360.05380952381,2994.102380952381,3725.1142857142863,3695.06
BF_brn24pnk13,BF,2382.458181818182,2026.5545454545454,2104.422727272727,2121.4563636363637,2162.228181818182
BF_brn25pnk14,BF,2097.4276,2112.3536,2252.9791999999998,2376.9252,2752.156
BF_brn35pnk21,BF,1341.7380000000003,1589.8736000000001,1594.1464,1692.3824,1667.0508
BF_brn36pnk24,BF,1767.7875862068963,1534.1768965517242,1614.0972413793104,1932.1831034482757,2125.472068965517
BF_org27ylw19,BF,2318.6960000000004,2384.707666666667,2973.1730000000002,3323.063000000001,3974.7066666666665
JF_red28blu13,JF,1499.4950000000001,1484.1982142857141,1511.672142857143,2193.5600000000004,3202.0542857142864
JF_ylw14gry00,JF,1829.792666666667,2063.923888888889,1957.722777777778,2053.206666666667,2068.33
JF_ylw20gry09,JF,1899.489166666667,1957.1916666666668,3138.377916666667,4271.63875,4718.29875
JF_ylw22gry08,JF,2364.2108,2622.6191999999996,2849.2124,3228.1576,3367.0088
JF_ylw25gry11,JF,2116.6456666666663,2015.7443333333335,1909.649666666667,1940.208,2395.4586666666664
ZF_grn21org41,ZF,2448.139931972789,3173.862517006802,3926.311360544217,3915.500272108844,3882.6193197278913
ZF_org01wht58,ZF,2368.8153125000003,2543.10921875,2706.29265625,3101.15453125,3354.153125
ZF_org11pnk05,ZF,3213.8937078651684,3198.3847191011237,3683.4468539325844,3764.772022471911,3502.3625842696624
ZF_pnk93pnk91,ZF,2911.5535416666667,3366.21875,3785.8866666666668,3515.041041666666,3755.5420833333333
ZF_red15ylw15,ZF,3007.9141379310345,3033.8616091954027,3010.729425287356,2657.5141379310344,2607.734367816092
ZF_red77pnk45,ZF,2301.0977477477477,2659.0653153153153,3380.447477477478,3767.018018018018,3695.1796396396403
ZF_ylw67brn42,ZF,2325.4609836065574,2564.9549180327867,3047.3285245901634,3409.1065573770493,3739.9427868852454
ZF_ylw95ylw29,ZF,2240.3579661016947,2367.8998305084747,2575.4361016949156,2819.0935593220343,3063.2583050847456
