0,0,Start,0,0,0,0,0,0,0,0,0,0,0,0
y51i_240410_152339.wav,1,i,220.312,257.062,0.03675,5312.88,-3.35598,50.7674,129.586,69.3187,-0.0752258,1.21187,,0.0636349
y51i_240410_152339.wav,2,i,1948.42,1994.53,0.0461149,4999.78,-3.774,49.0257,116.823,70.6763,-0.021053,2.1914,,0.0718726
y51i_240410_152339.wav,3,j,2500.5,2526.84,0.0263437,2216.29,-2.99722,39.8143,137.394,64.1086,-0.120775,1.21907,,0.0382191
y51i_240410_152339.wav,4,i,2848.99,2900.28,0.0512983,4596.0,-3.90453,47.0487,84.5116,66.8513,-0.0500021,2.89228,,0.063039
y51i_240410_152339.wav,5,j,3053.38,3081.72,0.0283437,2112.05,-2.72512,37.6981,152.765,60.6874,-0.12153,0.642402,,0.0341175
y51i_240410_152339.wav,6,a,3249.31,3297.56,0.04825,3340.2,-3.88371,46.147,99.6622,51.6217,-0.0508446,2.49157,,0.0609188
y51i_240410_152339.wav,7,j,3465.53,3496.0,0.0304687,2111.75,-2.52632,37.6182,155.122,57.4612,-0.118772,0.627788,,0.0424042
y51i_240410_152339.wav,8,i,3708.47,3746.44,0.0379687,4405.14,-2.60077,45.5173,122.489,70.5533,-0.091397,0.442867,,0.0463589
y51i_240410_152339.wav,9,i,3893.06,3933.53,0.0404688,4294.82,-2.98466,44.1169,116.766,65.1037,-0.090958,0.934697,,0.0436698
y51i_240410_152339.wav,10,b,4060.5,4134.47,0.0739687,2392.65,-3.77785,41.3081,118.703,54.5055,-0.0822209,1.12198,,0.046093
y51i_240410_152339.wav,11,i,4173.59,4237.06,0.0634688,3371.19,-3.7713,41.3342,111.965,62.801,-0.0242794,1.22295,,0.0449619
y51i_240410_152339.wav,12,c,4305.28,4317.34,0.0120625,3301.73,-1.6761,28.5513,90.7843,56.0902,-0.284386,1.68828,,0.0479884
y51i_240410_152339.wav,13,i,4343.31,4393.69,0.050375,3341.53,-4.06204,40.6007,63.5372,54.4367,-0.0377388,2.51004,,0.0518049
y51i_240410_152339.wav,14,d,4419.22,4466.53,0.0473125,3302.9,-3.38598,43.9884,116.745,60.0341,-0.0704082,0.97057,,0.0790943
