Bird name,Species,#1,#2,#3,#4,#5
ASB_Blackblue,ASB,4754.5734999999995,4534.985,3885.0994999999994,3700.9565000000002,3583.2955
ASB_orange,ASB,5979.7474999999995,5653.1044999999995,5937.7775,5409.630500000001,5462.9220000000005
ASB_red,ASB,5702.4285,5601.624500000001,5807.0605,5755.9115,5854.6714999999995
ASB_white,ASB,4915.551599999999,4383.5684,4200.1548,4306.2732,4125.560799999999
ASB_y36a,ASB,3440.7339473684206,3297.902368421053,3267.823684210526,3202.0084210526315,3237.297105263158
ASB_yellow,ASB,4149.844545454545,4342.669090909091,4153.323636363636,3410.818181818182,3809.1945454545453
BCC_M01,BCC,2313.2650000000003,2965.9170000000004,5919.535499999999,4797.0475,6839.0705
BCC_M03,BCC,3526.6400000000003,2815.005789473684,3044.9689473684207,2610.6289473684214,3337.5515789473684
BCC_M08,BCC,4160.155000000001,3775.9555,3097.57075,2767.5055,3049.73175
BCC_M09,BCC,2558.0312499999995,3070.2066666666665,3005.52,4181.84125,4276.8324999999995
BCC_M11,BCC,2896.368709677419,3148.5312903225804,4842.449677419356,4608.1,3862.9474193548385
BCC_M19,BCC,1962.8745833333335,2832.063333333333,5876.669583333333,4663.84,6502.930416666666
BCC_M21,BCC,2427.4626905829596,2380.237802690583,2315.9534977578473,1888.775515695067,2259.400538116592
BCC_M22,BCC,2282.508571428571,3360.05380952381,2994.102380952381,3725.1142857142863,3695.06
BF_brn20pnk9,BF,2527.723076923077,2475.3321153846155,2507.056346153846,2684.8182692307696,3351.877692307693
BF_brn24pnk13,BF,2382.458181818182,2026.5545454545454,2104.422727272727,2121.4563636363637,2162.228181818182
BF_brn25pnk14,BF,2097.4276,2112.3536,2252.9791999999998,2376.9252,2752.156
BF_brn35pnk21,BF,1341.7380000000003,1589.8736000000001,1594.1464,1692.3824,1667.0508
BF_brn36pnk24,BF,1767.7875862068963,1534.1768965517242,1614.0972413793104,1932.1831034482757,2125.472068965517
BF_org20ylw24,BF,3310.85380952381,3158.716190476191,2712.2866666666664,2675.63,2702.041904761905
BF_org27ylw19,BF,2318.6960000000004,2384.707666666667,2973.1730000000002,3323.063000000001,3974.7066666666665
ISB_r5y81,ISB,3730.9441558441567,3048.8361038961034,3509.648441558441,3072.5099999999998,3316.5598701298704
ISB_y51i,ISB,4905.665333333333,4135.086,3317.236,3552.2686666666673,2943.2853333333333
ISB_y54i,ISB,3598.5275,2731.4175,3651.8504999999996,2815.022,3589.7585
ISB_y61i,ISB,3878.5536842105266,3856.615789473685,3804.404736842105,3988.3900000000003,3240.754210526316
ISB_y63i,ISB,3505.586666666667,3521.6211111111115,3880.3450000000003,3854.281666666667,3421.7216666666664
JF_red28blu13,JF,1499.4950000000001,1484.1982142857141,1511.672142857143,2193.5600000000004,3202.0542857142864
JF_y23g09,JF,1813.31,1786.763846153846,1801.0534615384618,1900.150769230769,1814.6446153846155
JF_ylw14gry00,JF,1829.792666666667,2063.923888888889,1957.722777777778,2053.206666666667,2068.33
JF_ylw20gry09,JF,1899.489166666667,1957.1916666666668,3138.377916666667,4271.63875,4718.29875
JF_ylw22gry08,JF,2364.2108,2622.6191999999996,2849.2124,3228.1576,3367.0088
JF_ylw25gry11,JF,2116.6456666666663,2015.7443333333335,1909.649666666667,1940.208,2395.4586666666664
SF_y08s,SF,2228.7120000000004,2266.343,1913.9105,2018.5125,1894.2
SF_y14s,SF,2780.5526923076923,2722.8999999999996,2178.2311538461536,1952.6292307692308,1910.6530769230767
SF_y47s,SF,2514.6594999999998,2995.0430000000006,2198.0359999999996,2311.9584999999997,2267.9195
SF_y50s,SF,1921.6262000000002,2224.3025,1905.0745,1616.984,1539.5240000000001
ZF_grn21org41,ZF,2448.139931972789,3173.862517006802,3926.311360544217,3915.500272108844,3882.6193197278913
ZF_org01wht58,ZF,2368.8153125000003,2543.10921875,2706.29265625,3101.15453125,3354.153125
ZF_org11pnk05,ZF,3213.8937078651684,3198.3847191011237,3683.4468539325844,3764.772022471911,3502.3625842696624
ZF_pnk93pnk91,ZF,2911.5535416666667,3366.21875,3785.8866666666668,3515.041041666666,3755.5420833333333
ZF_red15ylw15,ZF,3007.9141379310345,3033.8616091954027,3010.729425287356,2657.5141379310344,2607.734367816092
ZF_red77pnk45,ZF,2301.0977477477477,2659.0653153153153,3380.447477477478,3767.018018018018,3695.1796396396403
ZF_ylw67brn42,ZF,2325.4609836065574,2564.9549180327867,3047.3285245901634,3409.1065573770493,3739.9427868852454
ZF_ylw95ylw29,ZF,2240.3579661016947,2367.8998305084747,2575.4361016949156,2819.0935593220343,3063.2583050847456
